"NET_offtake_y","NET_offtake_m","NET_offtake_m2","NET_offtake_f","mortality_y","mortality_a","birth_rate","adu_f_max_yrs","adu_m_max_yrs","min_age_offtake","min_age_repro"
0.299435954156196,0.693388329123631,0.522860457129885,0.130672535374264,0.230209263614823,0.136862566190338,0.975244027995596,7.7239172462424,4.93251335280077,6,9
0.245385673482139,0.603462980758949,0.797590467601955,0.155629478006609,0.127900483340052,0.110796882663143,0.854183517966063,9.47774253482721,4.44317885918403,6,9
0.0725644473600343,0.70058578523346,0.771986946152257,0.223779672748117,0.172982319948705,0.112157907710929,0.959025981359374,11.4103391013128,4.70538751972495,6,9
0.228788767254978,0.825653426862657,0.612502984498495,0.20253387556257,0.195476737939084,0.0871374637160778,0.919295257591855,11.2533069607904,4.56885339021864,6,9
-0.0364942206785736,0.854058768215523,0.679263684238363,0.260898550987203,0.13758846378728,0.0772925318389378,0.96628977245555,7.57071074989263,4.83635300792181,6,9
0.374484686509128,0.688583332910355,0.70441239608387,0.210843583887813,0.186714090498142,0.0379766971894815,0.958804495534112,7.1069262609703,4.33389816079726,6,9
-0.0536223881176293,0.77080122762387,0.586521028103141,0.174919654153048,0.199698615601805,0.142926515268887,0.85881894343769,10.5829124152025,4.87592842394058,6,9
0.25101965613381,0.563707383812116,0.745066910745407,0.180607794874019,0.152323800219243,0.13037628797433,0.962467961480276,9.17271749593096,3.56680315850261,6,9
0.235516848132817,0.662232847805619,0.790565901069534,0.262350356882649,0.152349051364729,0.0425500823760152,0.946041898235291,11.5672362928076,4.22128009390291,6,9
0.241512629974064,0.697200135968391,0.843790533019905,0.205659009183456,0.219157234160672,0.0686406680982876,0.863423058121013,9.56229651337454,3.40941368200891,6,9
0.406843986650699,0.628769341445846,0.705091217593411,0.190624685666046,0.136895747460572,0.0456733722360835,0.831000930437915,11.7013927127814,4.81935620613713,6,9
0.276060903907422,0.745940292322095,0.720468040031815,0.158432913992736,0.186096254522028,0.0983373974241407,0.820657599815749,10.6985347334179,4.40211811771719,6,9
0.227819172364375,0.650778739193147,0.727730977883975,0.19794702894246,0.145354939945037,0.12687479211365,0.944105797785932,11.5400584367509,3.56881669390858,6,9
0.0330085921817835,0.773334326307979,0.737785949440908,0.252021363563185,0.157887868615436,0.046806806716921,0.871355852189023,9.37794097972941,3.29763061458142,6,9
0.0458176162019583,0.603961394211143,0.729374705276806,0.265805519081872,0.194905817354565,0.0603716662735958,0.968284960260435,7.58694799961732,3.17505512085059,6,9
0.099313585618938,0.659519448889897,0.746654427701022,0.246804009625685,0.140492522524817,0.0945412593885403,0.985258631990725,7.36863038645452,4.74408224591454,6,9
0.141886386237485,0.848662803383218,0.5671289843049,0.231408208336279,0.188641889605295,0.0467563903845154,0.8918420668088,8.93305241110921,4.61494370374694,6,9
0.18175065175012,0.794577796774326,0.702278641498411,0.173371979966692,0.149714392339466,0.133430168322008,0.909761874293389,11.67984118161,4.68184391458677,6,9
-0.0352613052553042,0.862634148231867,0.707620529998977,0.280819854124624,0.196640512204455,0.0494929000062798,0.981352658887713,9.50336062631791,4.2681251137007,6,9
-0.0956182225479799,0.521559661510722,0.657111845599834,0.223009502868067,0.148233235386114,0.122043658802853,0.892700425351645,9.76091257379449,3.41815580178737,6,9
