"...1","off_mA","off_mY","off_f","mort_Y","mort_A","birth_rate","max_yrs_F","max_yrs_M","min_off","min_repro"
"mn",2.48785801010672e-05,0.577546095057501,0.00014630092348821,0.150079433630554,0.0505602827307893,1.00022266633666,7.00061112832313,3.00068171015913,9.0002735676409,10.000148756114
"mx",0.299876868602421,0.989978294485942,0.299995276645307,0.549978583040197,0.329935687326053,2.49896727128821,11.9988538293894,4.99960923554515,13.9990342605767,17.998079866451
