"";"w";"sum_pop";"prop_immune";"pR_noIm";"prop_inf";"pF";"pfKid";"pfSub";"pfAdu";"pmKid";"pmSub";"pmAdu";"pop_growth";"tenyr_growth"
"130";1300;278,545121149308;0;0;0;0,580808351822747;0,580808351822747;0,580808351822747;0,580808351822747;0,419191648177253;0,419191648177253;0,419191648177253;5,57795596532914;1,97668947758003
"131";1300;643,010754929067;0;0;0;0,607433950068782;0,607433950068782;0,607433950068782;0,607433950068782;0,392566049931218;0,392566049931218;0,392566049931218;12,8874409134017;2,84752947215992
"132";1300;19470,6318198974;0;0;0;0,498105726877851;0,498105726877851;0,498105726877851;0,498105726877851;0,50189427312215;0,50189427312215;0,50189427312215;389,664390115966;10,0124282158498
"133";1300;37,765662521322;0;0;0;0,640953557172989;0,640953557172989;0,640953557172989;0,640953557172989;0,359046442827011;0,359046442827011;0,359046442827011;0,755881315617713;0,934271477519333
"134";1300;10,1180062922073;0;0;0;0,60477412146493;0,60477412146493;0,60477412146493;0,60477412146493;0,39522587853507;0,39522587853507;0,39522587853507;0,202536686868566;0,539554153452279
"135";1300;28600,8358993135;0;0;0;0,575001071980041;0,575001071980041;0,575001071980041;0,575001071980041;0,424998928019959;0,424998928019959;0,424998928019959;572,306048329922;12,5249786244269
"136";1300;2347847,81399825;0;0;0;0,547168096423343;0,547168096423343;0,547168096423343;0,547168096423343;0,452831903576657;0,452831903576657;0,452831903576657;46986,3029583559;71,9394995907942
"137";1300;400762,544738676;0;0;0;0,589795923881785;0,589795923881785;0,589795923881785;0,589795923881785;0,410204076118215;0,410204076118215;0,410204076118215;8024,6547670314;36,2080063563822
"138";1300;0;0;0;0;0;0;0;0;0;0;0;0;0
"139";1300;1059,10662436928;0;0;0;0,654368806409265;0,654368806409265;0,654368806409265;0,654368806409265;0,345631193590735;0,345631193590735;0,345631193590735;21,2120009202433;3,57756769441687
"140";1300;1048,55689130588;0;0;0;0,527440203748171;0,527440203748171;0,527440203748171;0,527440203748171;0,472559796251829;0,472559796251829;0,472559796251829;20,9771047397813;3,2027840065594
"141";1300;52,5889127442928;0;0;0;0,494101552238958;0,494101552238958;0,494101552238958;0,494101552238958;0,505898447761042;0,505898447761042;0,505898447761042;1,05206444396982;0,960144837626525
"142";1300;52683,7620347195;0;0;0;0,607943258795486;0,607943258795486;0,607943258795486;0,607943258795486;0,392056741204514;0,392056741204514;0,392056741204514;1054,53527271871;16,6374546043174
"143";1300;529,928495192787;0;0;0;0,583248100723132;0,583248100723132;0,583248100723132;0,583248100723132;0,416751899276868;0,416751899276868;0,416751899276868;10,6119596536217;2,56422202201373
"144";1300;377,908669281871;0;0;0;0,569790126529533;0,569790126529533;0,569790126529533;0,569790126529533;0,430209873470467;0,430209873470467;0,430209873470467;7,56899964296558;2,24003592130448
"145";1300;9,50795909683938;0;0;0;0,654702299363981;0,654702299363981;0,654702299363981;0,654702299363981;0,345297700636019;0,345297700636019;0,345297700636019;0,190453314869626;0,542068030506959
"146";1300;6030,74181568909;0;0;0;0,548131579071827;0,548131579071827;0,548131579071827;0,548131579071827;0,451868420928173;0,451868420928173;0,451868420928173;120,90702325063;6,69521014631584
"147";1300;21725,0782873261;0;0;0;0,617898958596402;0,617898958596402;0,617898958596402;0,617898958596402;0,382101041403599;0,382101041403599;0,382101041403599;435,081142461052;11,5149844341173
"148";1300;306,384123908239;0;0;0;0,54518531282565;0,54518531282565;0,54518531282565;0,54518531282565;0,45481468717435;0,45481468717435;0,45481468717435;6,13456004642957;2,01562531832852
"149";1300;9732,6167712788;0;0;0;0,665860819239655;0,665860819239655;0,665860819239655;0,665860819239655;0,334139180760345;0,334139180760345;0,334139180760345;194,885001059796;8,79129045502633
"150";1300;408927,449340354;0;0;0;0,552384361249995;0,552384361249995;0,552384361249995;0,552384361249995;0,447615638750005;0,447615638750005;0,447615638750005;8189,28131863373;36,0112491355499
"151";1300;37,7324745877519;0;0;0;0,654315040229158;0,654315040229158;0,654315040229158;0,654315040229158;0,345684959770842;0,345684959770842;0,345684959770842;0,755294600731734;0,939846911683632
