w,sum_pop,prop_immune,pR_noIm,prop_inf,pF,pfKid,pfSub,pfAdu,pmKid,pmSub,pmAdu,pop_growth,tenyr_growth
1300,14073.335973635201,0,0,0,0.5927428284419837,0.11506055636700278,0.09919548118010353,0.3784867908948774,0.11506055636700278,0.09919548118010353,0.19300113401091004,281.6612991389679,9.69915243738934
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,7.320689319935625,0,0,0,0.7580581171691364,0.08079255154106094,0.06733111987408198,0.6099344457539935,0.08079255154106094,0.06733111987408198,0.09381821141572066,0.14648142259315705,0.5007023001438761
1300,168.34834642859516,0,0,0,0.6427834220275448,0.1104680969060928,0.10156516060497099,0.43075016451648107,0.1104680969060928,0.10156516060497099,0.1451833204613914,3.3680002757849206,1.7043430111568183
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,22.199678675688467,0,0,0,0.5247500860516531,0.12640872269724435,0.08609035036991028,0.31225101298449837,0.12640872269724435,0.08598203652339202,0.2628591547277105,0.4442183486246753,0.691189801243972
1300,8911.741178081289,0,0,0,0.5472167825228019,0.09251570842953415,0.07105204106800064,0.3836490330252671,0.09251570842953415,0.07105204106800064,0.28921546797966335,178.41049688805478,7.747700714163315
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,19.973555370751505,0,0,0,0.6580687641530575,0.09301286092694352,0.05380762462982537,0.5112482785962884,0.09301286092694352,0.05380762462982537,0.1951107502901736,0.3995252737255045,0.7175790374343005
1300,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,51.56879660328952,0,0,0,0.5792380939070406,0.12658273868008244,0.09883688845569023,0.353818466771268,0.12658273868008244,0.09883688845569023,0.1953422789571867,1.0328921236613589,1.013501968196843
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,5655.660966446907,0,0,0,0.5145436596945755,0.13239993967739794,0.0961729947893823,0.28597072522779526,0.13239993967739794,0.0961729947893823,0.2568834058386443,113.26938079121304,6.290254723981496
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,2.352320572639379,0,0,0,0.3812237221064072,0.08235543839785987,0.07573437895810196,0.22313390475044545,0.08235543839785987,0.0757547113102244,0.4606661281855085,0.04709256984360484,0.2489371423758419
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,73.4959356194955,0,0,0,0.46524785314098877,0.1292491924840791,0.09963121462129934,0.2363674460356102,0.1292491924840791,0.09993638418219361,0.3055665701927386,1.4717376348444915,1.0569705911321694
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,1171546.9107936497,0,0,0,0.5939161761523203,0.14160920658897125,0.1083434298561242,0.34396353970722476,0.14160920658897125,0.1083434298561242,0.15613118740258436,23457.77164754453,56.104612012307584
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,5.791419073941755,0,0,0,0.6007372154625055,0.09048352971158283,0.0831586215911359,0.4270950641597867,0.09048352971158283,0.0831586215911359,0.2256206332347759,0.1158973567426611,0.42394905971902536
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,2.6519700092835614,0,0,0,0.7327349742624669,0.08190583937213596,0.06553817869284277,0.585290956197488,0.08190583937213596,0.06553817869284277,0.11982100767255441,0.05307942683685274,0.3233072243890845
1300,16.061478610166347,0,0,0,0.607541084785046,0.13595719035362405,0.11142341629120901,0.360160478140213,0.13595719035362405,0.11142341629120901,0.14507830857012088,0.3215468639198144,0.6421568880952311
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,287.3784969113783,0,0,0,0.5688655570778648,0.14716376720494193,0.12178179381676607,0.29991999605615677,0.14716376720494193,0.12091040383764928,0.16306027187954408,5.753960928143885,1.9722942821086362
1300,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,51.89821639730697,0,0,0,0.49272935419913627,0.06377278197170501,0.05154291196490416,0.3774136602625271,0.06377278197170501,0.05154291196490416,0.3919549518642545,1.0396082200956123,0.9214296591343265
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,34.15867001783935,0,0,0,0.6167682141460173,0.12131443267067372,0.08672947159335656,0.40872430988198705,0.12131443267067372,0.085453958282053,0.17646339490125587,0.6838001626652149,0.8800403334121711
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,19.246783080342166,0,0,0,0.6239251249966311,0.11594277474505482,0.08687917296210669,0.4211031772894696,0.11594277474505482,0.08687917296210669,0.17325292729620745,0.3852940655150591,0.7020061518055736
1300,1340.0892708616477,0,0,0,0.5559843814702958,0.13667801652827022,0.10532624874267398,0.3139801161993517,0.13667801652827022,0.104987148171726,0.20235045382970793,26.82335371590306,3.6024163048234934
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,74902.26403643179,0,0,0,0.5720082275682158,0.15249369054461173,0.10600944405161741,0.31350509297198653,0.15249369054461173,0.10600944405161741,0.16948863783555507,1499.1676158955174,18.2863483653172
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,5.166325341005253,0,0,0,0.5326987344720531,0.13474083188711833,0.08519314062291075,0.312764761962024,0.13474083188711833,0.08518535685491081,0.2473750767859178,0.10340082568187067,0.3854358213601426
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,28.352079359626735,0,0,0,0.5178739333466675,0.11374662120642319,0.09945403560591656,0.3046732765343278,0.11374662120642319,0.09945403560591656,0.2689254098409927,0.5676251709419952,0.7573846086631175
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,2.299198801440923,0,0,0,0.6383619218091722,0.1313812762999327,0.11140792471930185,0.39557272078993744,0.1313812762999327,0.111326348074527,0.1189304538163682,0.04602488696680952,0.30428627958438675
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,299251.95636198757,0,0,0,0.5336284298225629,0.1430570959965983,0.088728109373295,0.30184322445266965,0.1430570959965983,0.08870133376381464,0.23461314041702416,5988.729806644619,30.828897401710897
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,1127.640160878425,0,0,0,0.617644483966019,0.14860488803560137,0.09604939834397552,0.3729901975864421,0.14860488803560137,0.09604939834397552,0.13770122965440418,22.56834852172348,3.5319091125987976
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,169.89967688741882,0,0,0,0.5532156798631669,0.1281747301949752,0.09342884627389024,0.33161210339430125,0.1281747301949752,0.09342884627389024,0.22518074366796773,3.3997271513274976,1.5959479677267276
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,634.9562280327978,0,0,0,0.5738258835202082,0.11419837697824427,0.09674450996795908,0.36288299657400486,0.11419837697824427,0.09672014802121107,0.21525559148033638,12.714768804708402,2.762512081509216
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,10.138916824574277,0,0,0,0.6181381302330068,0.1042703832951009,0.09047781762338106,0.4233899293145248,0.1042703832951009,0.09047781762338106,0.18711366884851122,0.202856390663254,0.5463502900760802
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,2.458014513354621,0,0,0,0.6263777453427837,0.08870077295978836,0.08047260963586697,0.45720436274712845,0.08870077295978836,0.08047260963586697,0.20444887206156093,0.04921817965879937,0.30813042078433245
1300,2.027616702999251,0,0,0,0.630976880646342,0.09703588299832232,0.08656115301431065,0.4473798446337091,0.09703588299832232,0.08656115301431065,0.18542608334102498,0.04056227812911243,0.28877285046958306
1300,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,345.43138369339795,0,0,0,0.5486853067670932,0.12048477465752899,0.07303168657830826,0.3551688455312559,0.12048477465752899,0.07276400777569676,0.25806591079968105,6.91686755023396,2.107005134193729
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,1322.9888457190063,0,0,0,0.5416399221241149,0.1210795002781914,0.10077471690071424,0.31978570494520936,0.1210795002781914,0.10077471690071424,0.2365058606969794,26.491479458336894,3.589641495396283
1300,5040077.638741094,0,0,0,0.5329925351154636,0.14224295663232037,0.09727904022625668,0.29347053825688657,0.14224295663232037,0.09727904022625668,0.22748546802595937,100932.87192165432,96.42553457825102
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,1.4016381940736,0,0,0,0.41212580279241084,0.10191646571429461,0.07202984454186083,0.23817949253625548,0.10191646571429461,0.07222413704548608,0.41373359444780844,0.028062192622888445,0.20716017999106917
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,57684.58579529889,0,0,0,0.5599110839834378,0.15357406740246218,0.123515731309333,0.2828212852716426,0.15357406740246218,0.123515731309333,0.16299911730476702,1154.0356627822373,16.339796907400583
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,5.693757322872785,0,0,0,0.6218429037601172,0.10017057247882583,0.09822666362116315,0.4234456676601282,0.10017057247882583,0.09818412581055985,0.17980239795049713,0.11393122129763596,0.4319963016653154
1300,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,12863.826842011524,0,0,0,0.6157049983922719,0.16195197347310664,0.09689196390651203,0.3568610610126531,0.16195197347310664,0.09689196390651203,0.12545106422810948,257.42834736659273,9.300178614091648
1300,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,2.451119227815659,0,0,0,0.3232579698921989,0.05741519377670295,0.04832717013363186,0.21751560598186406,0.05741519377670295,0.04849026206835931,0.5708365742627388,0.04905398431297714,0.23838443652041744
1300,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,40519.32592688329,0,0,0,0.5843161280672732,0.12479195839664875,0.08832012408334487,0.37120404558727965,0.12479195839664875,0.08801674875182768,0.20287516478425044,810.8122565813273,14.658334485307707
1300,20616.305081938277,0,0,0,0.5819093670974509,0.09562366840566529,0.07839860739942041,0.4078870912923652,0.09562366840566529,0.07826509817044508,0.24420186632643867,412.54493921680233,11.213931336577476
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,18970.29588594068,0,0,0,0.6014498080957568,0.13958758737243576,0.1107665095263937,0.3510957111969273,0.13958758737243576,0.10979997405071752,0.14916263048109,379.9593087986033,10.869081812161426
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,31.738088011054806,0,0,0,0.5382234703741029,0.13718839878086195,0.08084467015616882,0.3201904014370721,0.13718839878086195,0.08063716595159864,0.24395096489343657,0.6351661211951719,0.7985109841591367
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,1.0269874742549177,0,0,0,0.5437861608755609,0.10764283445993232,0.09658168787407323,0.33956163854155524,0.10764283445993232,0.09658168787407323,0.25198931679043374,0.020560333699008348,0.20658322718618793
1300,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,6.51893166692242,0,0,0,0.5475798009425106,0.11250900731013457,0.10135554132551887,0.3337152523068571,0.11250900731013457,0.10135554132551887,0.23855565042183605,0.13046246266769906,0.4342064402802167
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,28.86856919724445,0,0,0,0.48290689378815765,0.12555075134907878,0.10714522012223077,0.25021092231684816,0.12555075134907878,0.10714522012223077,0.2843971347405328,0.5776560475513626,0.729488639957623
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,2836.2708652618553,0,0,0,0.5496637799320168,0.16126353482062106,0.11574408351355531,0.2726561615978404,0.16126353482062106,0.11574408351355531,0.17332860173380685,56.74600048524788,4.78792516358776
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
1300,12.702614935682373,0,0,0,0.723298766455748,0.07067776956947408,0.07035725726172214,0.5822637396245518,0.07067776956947408,0.07035725726172214,0.1356662067130558,0.25413077047995575,0.6066014840626853
1300,323.68440438945436,0,0,0,0.5589951205828433,0.13240683706043013,0.11169692711010898,0.3148913564123041,0.13240683706043013,0.11169692711010898,0.1969011152466176,6.47822475821427,2.077903761587598
1300,98.4015807714911,0,0,0,0.5637105487867262,0.12823639244211774,0.07725748491001841,0.35821667143459013,0.12823639244211774,0.0771281624029234,0.23092489636823268,1.9684819480753646,1.281704727277429
1300,0,0,0,0,0,0,0,0,0,0,0,0,NA
