w,sum_pop,prop_immune,pR_noIm,prop_inf,pF,pfKid,pfSub,pfAdu,pmKid,pmSub,pmAdu,pop_growth,tenyr_growth
1300,805118.289747148,0,0,0,0.5037327525460593,0.5037327525460593,0.5037327525460593,0.5037327525460593,0.4962672474539407,0.4962672474539407,0.4962672474539407,16110.539410813595,44.9753001132037
1300,427.0106823565219,0,0,0,0.6036619865341597,0.6036619865341597,0.6036619865341597,0.6036619865341597,0.39633801346584024,0.39633801346584024,0.39633801346584024,8.550734030641674,2.4153394139652886
1300,20465.0762287907,0,0,0,0.6093187192234394,0.6093187192234394,0.6093187192234394,0.6093187192234394,0.3906812807765606,0.3906812807765606,0.3906812807765606,409.59669841661463,11.33086641037058
1300,39667.74650110503,0,0,0,0.5297234520528757,0.5297234520528757,0.5297234520528757,0.5297234520528757,0.47027654794712426,0.47027654794712426,0.47027654794712426,793.9966173814489,13.872841955303844
1300,20142.297970876374,0,0,0,0.5862746587550745,0.5862746587550743,0.5862746587550743,0.5862746587550743,0.4137253412449256,0.4137253412449256,0.4137253412449256,403.5547083276,11.027351610525246
1300,863871.146694574,0,0,0,0.5863800729633872,0.5863800729633873,0.5863800729633873,0.5863800729633873,0.41361992703661277,0.41361992703661277,0.41361992703661277,17313.51912709008,48.404452763271806
1300,261.5388711241713,0,0,0,0.5025303413335847,0.5025303413335847,0.5025303413335847,0.5025303413335847,0.49746965866641535,0.49746965866641535,0.49746965866641535,5.23161502109144,1.8361589144004602
1300,119.24599122563086,0,0,0,0.5326896294763475,0.5326896294763476,0.5326896294763476,0.5326896294763476,0.46731037052365254,0.46731037052365254,0.46731037052365254,2.3858814455147677,1.3762937523045562
1300,1621.0879431091785,0,0,0,0.478474455612617,0.478474455612617,0.478474455612617,0.478474455612617,0.5215255443873831,0.5215255443873831,0.5215255443873831,32.45525273492062,3.6310081205258586
1300,471614.3339388332,0,0,0,0.535357746075815,0.535357746075815,0.535357746075815,0.535357746075815,0.46464225392418507,0.46464225392418507,0.46464225392418507,9457.307054406785,37.193549830013545
1300,22.38867943862028,0,0,0,0.6323721972201056,0.6323721972201055,0.6323721972201055,0.6323721972201055,0.36762780277989443,0.36762780277989443,0.36762780277989443,0.4484207001854564,0.7559858313433238
1300,6573181.569879027,0,0,0,0.5899352306984046,0.5899352306984046,0.5899352306984046,0.5899352306984046,0.4100647693015954,0.4100647693015954,0.4100647693015954,131645.58383237896,111.12008150830873
1300,510.5481269253749,0,0,0,0.5644737546661641,0.5644737546661641,0.5644737546661641,0.5644737546661641,0.4355262453338359,0.4355262453338359,0.4355262453338359,10.228598760354814,2.510287147204123
1300,763.6795962939391,0,0,0,0.5089225912920858,0.5089225912920858,0.5089225912920858,0.5089225912920858,0.4910774087079142,0.4910774087079142,0.4910774087079142,15.291460563379822,2.8290561342261404
1300,35.96651555958337,0,0,0,0.5099919807226543,0.5099919807226542,0.5099919807226542,0.5099919807226542,0.49000801927734566,0.49000801927734566,0.49000801927734566,0.7201691991587525,0.8378156886001887
1300,10340.82364418448,0,0,0,0.5129610837633692,0.5129610837633692,0.5129610837633692,0.5129610837633692,0.4870389162366307,0.4870389162366307,0.4870389162366307,207.1959216425411,7.903462924420544
1300,111.2715256477324,0,0,0,0.5971502673467364,0.5971502673467364,0.5971502673467364,0.5971502673467364,0.4028497326532636,0.4028497326532636,0.4028497326532636,2.2265019316909784,1.4061237790155625
1300,823.2590727713736,0,0,0,0.59270253148072,0.59270253148072,0.59270253148072,0.59270253148072,0.40729746851927995,0.40729746851927995,0.40729746851927995,16.486794874633635,3.1143426499063143
1300,47437.28044661323,0,0,0,0.6096662703521014,0.6096662703521014,0.6096662703521014,0.6096662703521014,0.3903337296478986,0.3903337296478986,0.3903337296478986,949.5438657465156,15.509665189905597
1300,1349.189527231801,0,0,0,0.4858427707879358,0.4858427707879357,0.4858427707879357,0.4858427707879357,0.5141572292120642,0.5141572292120642,0.5141572292120642,27.03394145880652,3.498191423565701
1300,5021.735345524341,0,0,0,0.4873806502935482,0.4873806502935482,0.4873806502935482,0.4873806502935482,0.5126193497064517,0.5126193497064517,0.5126193497064517,100.55019872134439,5.8921198665628705
1300,4833.061578549643,0,0,0,0.44653268586249767,0.4465326858624978,0.4465326858624978,0.4465326858624978,0.5534673141375023,0.5534673141375023,0.5534673141375023,96.78191556861123,5.588888603518374
1300,842.3294702590779,0,0,0,0.41042678234553653,0.41042678234553653,0.41042678234553653,0.41042678234553653,0.5895732176544635,0.5895732176544635,0.5895732176544635,16.863801634725068,2.715626441938996
1300,1210.6713123564114,0,0,0,0.6066172808395206,0.6066172808395206,0.6066172808395206,0.6066172808395206,0.3933827191604794,0.3933827191604794,0.3933827191604794,24.25159088450622,3.6288454491336966
1300,71.54611255786972,0,0,0,0.5612084651368823,0.5612084651368823,0.5612084651368823,0.5612084651368823,0.4387915348631177,0.4387915348631177,0.4387915348631177,1.4323644570290963,1.1437859228071365
1300,115.00035538989994,0,0,0,0.5962483137922925,0.5962483137922924,0.5962483137922924,0.5962483137922924,0.4037516862077075,0.4037516862077075,0.4037516862077075,2.3039564938633057,1.4159158658032813
1300,3210422.0542472433,0,0,0,0.5404555930069639,0.5404555930069638,0.5404555930069638,0.5404555930069638,0.4595444069930361,0.4595444069930361,0.4595444069930361,64260.63241394342,79.92191189384786
1300,38.36212023699687,0,0,0,0.5465516240312122,0.5465516240312122,0.5465516240312122,0.5465516240312122,0.45344837596878784,0.45344837596878784,0.45344837596878784,0.7680879624027083,0.8805534909346088
